,polity2,pop,rgdpna,europe,emp,pl_c,protestnumber
41,-1,40.149639673006035,391199.3985785496,1,17.359893423721104,0.49425380802746127,1
42,-1,40.149639673006035,391199.3985785496,1,17.359893423721104,0.49425380802746127,1
43,-1,40.149639673006035,391199.3985785496,1,17.359893423721104,0.49425380802746127,3
44,-1,40.149639673006035,391199.3985785496,1,17.359893423721104,0.49425380802746127,1
45,0,40.149639673006035,391199.3985785496,1,17.359893423721104,0.49425380802746127,2
46,0,40.149639673006035,391199.3985785496,1,17.359893423721104,0.49425380802746127,1
47,0,40.149639673006035,391199.3985785496,1,17.359893423721104,0.49425380802746127,1
48,0,40.149639673006035,391199.3985785496,1,17.359893423721104,0.49425380802746127,1
49,0,40.149639673006035,391199.3985785496,1,17.359893423721104,0.49425380802746127,1
50,0,40.149639673006035,391199.3985785496,1,17.359893423721104,0.49425380802746127,1
51,0,40.149639673006035,391199.3985785496,1,17.359893423721104,0.49425380802746127,2
52,0,40.149639673006035,391199.3985785496,1,17.359893423721104,0.49425380802746127,3
53,0,40.149639673006035,391199.3985785496,1,17.359893423721104,0.49425380802746127,2
54,0,40.149639673006035,391199.3985785496,1,17.359893423721104,0.49425380802746127,1
55,1,40.149639673006035,391199.3985785496,1,17.359893423721104,0.49425380802746127,3
56,1,40.149639673006035,391199.3985785496,1,17.359893423721104,0.49425380802746127,1
57,1,40.149639673006035,391199.3985785496,1,17.359893423721104,0.49425380802746127,9
58,1,40.149639673006035,391199.3985785496,1,17.359893423721104,0.49425380802746127,1
59,1,40.149639673006035,391199.3985785496,1,17.359893423721104,0.49425380802746127,1
60,2,40.149639673006035,391199.3985785496,1,17.359893423721104,0.49425380802746127,4
61,2,40.149639673006035,391199.3985785496,1,17.359893423721104,0.49425380802746127,1
62,2,40.149639673006035,391199.3985785496,1,17.359893423721104,0.49425380802746127,1
63,2,40.149639673006035,391199.3985785496,1,17.359893423721104,0.49425380802746127,1
64,2,40.149639673006035,391199.3985785496,1,17.359893423721104,0.49425380802746127,13
65,3,40.149639673006035,391199.3985785496,1,17.359893423721104,0.49425380802746127,1
66,3,40.149639673006035,391199.3985785496,1,17.359893423721104,0.49425380802746127,4
67,3,40.149639673006035,391199.3985785496,1,17.359893423721104,0.49425380802746127,1
68,3,40.149639673006035,391199.3985785496,1,17.359893423721104,0.49425380802746127,1
69,3,40.149639673006035,391199.3985785496,1,17.359893423721104,0.49425380802746127,1
70,4,40.149639673006035,391199.3985785496,1,17.359893423721104,0.49425380802746127,1
71,4,40.149639673006035,391199.3985785496,1,17.359893423721104,0.49425380802746127,5
72,4,40.149639673006035,391199.3985785496,1,17.359893423721104,0.49425380802746127,1
73,4,40.149639673006035,391199.3985785496,1,17.359893423721104,0.49425380802746127,4
74,4,40.149639673006035,391199.3985785496,1,17.359893423721104,0.49425380802746127,9
75,5,40.149639673006035,391199.3985785496,1,17.359893423721104,0.49425380802746127,1
76,5,40.149639673006035,391199.3985785496,1,17.359893423721104,0.49425380802746127,3
77,5,40.149639673006035,391199.3985785496,1,17.359893423721104,0.49425380802746127,5
78,5,40.149639673006035,391199.3985785496,1,17.359893423721104,0.49425380802746127,1
79,5,40.149639673006035,391199.3985785496,1,17.359893423721104,0.49425380802746127,12
80,6,40.149639673006035,391199.3985785496,1,17.359893423721104,0.49425380802746127,1
81,6,40.149639673006035,391199.3985785496,1,17.359893423721104,0.49425380802746127,3
82,6,40.149639673006035,391199.3985785496,1,17.359893423721104,0.49425380802746127,1
83,6,40.149639673006035,391199.3985785496,1,17.359893423721104,0.49425380802746127,1
84,6,40.149639673006035,391199.3985785496,1,17.359893423721104,0.49425380802746127,1
85,7,40.149639673006035,391199.3985785496,1,17.359893423721104,0.49425380802746127,3
86,7,40.149639673006035,391199.3985785496,1,17.359893423721104,0.49425380802746127,1
87,7,40.149639673006035,391199.3985785496,1,17.359893423721104,0.49425380802746127,1
88,7,40.149639673006035,391199.3985785496,1,17.359893423721104,0.49425380802746127,1
89,7,40.149639673006035,391199.3985785496,1,17.359893423721104,0.49425380802746127,3
90,8,40.149639673006035,391199.3985785496,1,17.359893423721104,0.49425380802746127,1
91,8,40.149639673006035,391199.3985785496,1,17.359893423721104,0.49425380802746127,1
92,8,40.149639673006035,391199.3985785496,1,17.359893423721104,0.49425380802746127,1
93,8,40.149639673006035,391199.3985785496,1,17.359893423721104,0.49425380802746127,23
94,8,40.149639673006035,391199.3985785496,1,17.359893423721104,0.49425380802746127,2
95,9,40.149639673006035,391199.3985785496,1,17.359893423721104,0.49425380802746127,7
96,9,40.149639673006035,391199.3985785496,1,17.359893423721104,0.49425380802746127,1
97,9,40.149639673006035,391199.3985785496,1,17.359893423721104,0.49425380802746127,1
98,9,40.149639673006035,391199.3985785496,1,17.359893423721104,0.49425380802746127,1
99,10,40.149639673006035,391199.3985785496,1,17.359893423721104,0.49425380802746127,1
