ccode,year,protestnumber,polity2,pop,rgdpna,emp,pl_c,Europe,pop_mean,rgdp_mean,eu,emp_mean
411,1994,1,-5.0,0.433197,1015.1758422851562,0.19454099237918854,0.9325993605987881,0,40.149639673006035,391199.3985785496,1,17.359893423721104
411,1995,1,-5.0,0.44833199999999995,1133.9869384765625,0.19911499321460724,0.5943988297501275,0,40.149639673006035,391199.3985785496,1,17.359893423721104
411,1996,1,-6.0,0.463844,1526.3662109375,0.20576800405979156,0.624263966388315,0,40.149639673006035,391199.3985785496,1,17.359893423721104
411,1997,1,-6.0,0.479836,2980.41552734375,0.2137790024280548,0.5541854564469554,0,40.149639673006035,391199.3985785496,1,17.359893423721104
411,1998,1,-6.0,0.49633,3507.436767578125,0.21604299545288086,0.5830049108938434,0,40.149639673006035,391199.3985785496,1,17.359893423721104
411,1999,1,-6.0,0.513347,4321.208984375,0.22324100136756897,0.5935622999886163,0,40.149639673006035,391199.3985785496,1,17.359893423721104
411,2000,1,-6.0,0.5308959999999999,4887.287109375,0.2318359911441803,0.5362223548867316,0,40.149639673006035,391199.3985785496,1,17.359893423721104
411,2001,1,-6.0,0.549007,8200.8681640625,0.23912200331687927,0.5169632230510701,0,40.149639673006035,391199.3985785496,1,17.359893423721104
411,2002,1,-6.0,0.567664,9873.8447265625,0.24653400480747223,0.4011495353645473,0,40.149639673006035,391199.3985785496,1,17.359893423721104
411,2003,1,-6.0,0.586772,11295.6787109375,0.25639599561691284,0.5316707893835029,0,40.149639673006035,391199.3985785496,1,17.359893423721104
411,2004,1,-6.0,0.606201,14978.0693359375,0.268185019493103,0.5429128239744875,0,40.149639673006035,391199.3985785496,1,17.359893423721104
